Settlement Date,Settlement Period,System Sell Price(GBP/MWh),System Buy Price(GBP/MWh),Net Imbalance Volume(MWh)
12/12/2022,18,243.1,243.1,-105.974
12/12/2022,19,850,850,44.766
12/12/2022,20,950,950,159.05
12/12/2022,21,1395,1395,190.292
12/12/2022,22,1395,1395,157.802
12/12/2022,23,278.41355,278.41355,-9.361
12/12/2022,24,922,922,25.196
12/12/2022,25,747,747,102.565
12/12/2022,26,1500,1500,325.898
12/12/2022,27,1650,1650,346.339
12/12/2022,28,1650,1650,210.371
12/12/2022,29,975,975,98.632
12/12/2022,30,513.80038,513.80038,0.373
12/12/2022,31,552,552,39.183
12/12/2022,32,552,552,31.715
12/12/2022,33,280,280,-68.488
12/12/2022,34,291,291,-26.761
12/12/2022,35,280,280,-62.051
12/12/2022,36,250,250,-185.073
12/12/2022,37,250,250,-220.76
12/12/2022,38,311,311,-64.937
12/12/2022,39,311,311,-51.783
12/12/2022,40,245.9,245.9,-132.226
12/12/2022,41,619.63008,619.63008,307.48
12/12/2022,42,245.8,245.8,-51.028
12/12/2022,43,246,246,-60.58
12/12/2022,44,245.3,245.3,-806.418
12/12/2022,45,245.3,245.3,-327.119
12/12/2022,46,245.5,245.5,-506.495
12/12/2022,47,490,490,54.69
12/12/2022,48,245.3,245.3,-116.246
13/12/2022,1,237,237,-38.729
13/12/2022,2,349,349,86.533
13/12/2022,3,350,350,50.808
13/12/2022,4,340,340,32.804
13/12/2022,5,349,349,86.917
13/12/2022,6,340,340,29.917
13/12/2022,7,340,340,110.126
13/12/2022,8,245.4,245.4,-81.798
13/12/2022,9,350,350,308.788
13/12/2022,10,349,349,116.097
13/12/2022,11,875,875,434.469
13/12/2022,12,245.4,245.4,-215.775
13/12/2022,13,245.4,245.4,-206.688
13/12/2022,14,481.91,481.91,167.212
13/12/2022,15,245.5,245.5,-74.338
13/12/2022,16,553.74,553.74,66.739
13/12/2022,17,626.27,626.27,384.509
13/12/2022,18,875,875,470.57
13/12/2022,19,875,875,341.974
13/12/2022,20,875,875,358.647
13/12/2022,21,875,875,271.451
13/12/2022,22,580,580,172.175
13/12/2022,23,580,580,169.942
13/12/2022,24,580,580,233.248
13/12/2022,25,580,580,350.771
13/12/2022,26,615.07,615.07,387.763
13/12/2022,27,580,580,300.333
13/12/2022,28,521.71,521.71,101.054
13/12/2022,29,533,533,98.817
13/12/2022,30,539.1104,539.1104,217.684
13/12/2022,31,575.55,575.55,82.854
13/12/2022,32,575.55,575.55,89.821
13/12/2022,33,800,800,33.081
13/12/2022,34,800,800,322.269
13/12/2022,35,710,710,67.808
13/12/2022,36,245.5,245.5,-36.719
13/12/2022,37,554.42,554.42,17.012
13/12/2022,38,311,311,-19.416
13/12/2022,39,530.14,530.14,204.585
13/12/2022,40,517.88,517.88,79.449
13/12/2022,41,428.76,428.76,157.176
13/12/2022,42,245,245,-118.73
13/12/2022,43,570,570,218.001
13/12/2022,44,405,405,10.595
13/12/2022,45,405,405,187.172
13/12/2022,46,245,245,-73.091
13/12/2022,47,399,399,105.898
13/12/2022,48,235,235,-99.274
14/12/2022,1,220,220,-273.271
14/12/2022,2,237,237,-44.393
14/12/2022,3,237,237,-7.177
14/12/2022,4,227.2,227.2,-104.108
14/12/2022,5,227.21,227.21,-204.45
14/12/2022,6,340,340,111.575
14/12/2022,7,340,340,122.657
14/12/2022,8,340,340,159.467
14/12/2022,9,340,340,60.389
14/12/2022,10,232.5,232.5,-195.196
14/12/2022,11,346.92,346.92,208.893
14/12/2022,12,348.21,348.21,256.6
14/12/2022,13,464.98,464.98,477.058
14/12/2022,14,565,565,549.446
14/12/2022,15,516.38,516.38,301.762
14/12/2022,16,529.86,529.86,611.666
14/12/2022,17,526.9404,526.9404,536.635
14/12/2022,18,529.47,529.47,568.594
14/12/2022,19,528.27,528.27,621.478
14/12/2022,20,529.07,529.07,660.219
14/12/2022,21,535.52021,535.52021,693.908
14/12/2022,22,516.41,516.41,228.249
14/12/2022,23,280,280,-210.831
14/12/2022,24,252,252,-279.724
14/12/2022,25,280,280,-79.895
14/12/2022,26,470.16,470.16,270.462
14/12/2022,27,467.04,467.04,617.354
14/12/2022,28,467.04,467.04,630.643
14/12/2022,29,474.06,474.06,651.77
14/12/2022,30,475.9104,475.9104,757.621
14/12/2022,31,487.62,487.62,605.679
14/12/2022,32,486.56,486.56,415.734
14/12/2022,33,508.5,508.5,409.614
14/12/2022,34,504.51,504.51,185.498
14/12/2022,35,285.1,285.1,-16.009
14/12/2022,36,481.31,481.31,177.251
14/12/2022,37,467.34,467.34,771.54
14/12/2022,38,466.76,466.76,642.967
14/12/2022,39,426.09,426.09,469.318
14/12/2022,40,425.64,425.64,429.682
14/12/2022,41,343.36,343.36,759.276
14/12/2022,42,340,340,531.906
14/12/2022,43,395,395,958.587
14/12/2022,44,310,310,670.797
14/12/2022,45,394,394,473.873
14/12/2022,46,395,395,472.954
14/12/2022,47,330,330,34.492
14/12/2022,48,232.5,232.5,-220.474
15/12/2022,1,337,337,254.979
15/12/2022,2,450,450,333.794
15/12/2022,3,337,337,149.706
15/12/2022,4,337,337,78.624
15/12/2022,5,221,221,-260.658
15/12/2022,6,236,236,-14.875
15/12/2022,7,300,300,194.442
15/12/2022,8,337,337,292.648
15/12/2022,9,450,450,348.624
15/12/2022,10,337,337,387.812
15/12/2022,11,450,450,318.553
15/12/2022,12,450,450,187.428
15/12/2022,13,414.66,414.66,133.118
15/12/2022,14,581,581,384.772
15/12/2022,15,443,443,315.343
15/12/2022,16,625,625,1133.129
15/12/2022,17,581,581,1225.541
15/12/2022,18,625,625,1416.626
15/12/2022,19,581,581,1144.533
15/12/2022,20,581,581,1107.95
15/12/2022,21,444,444,1074.739
15/12/2022,22,575,575,1167.925
15/12/2022,23,433.6,433.6,1348.919
15/12/2022,24,429.73,429.73,1047.071
15/12/2022,25,422.84,422.84,1014.852
15/12/2022,26,420.69007,420.69007,897.336
15/12/2022,27,460.38,460.38,513.292
15/12/2022,28,452.81,452.81,358.435
15/12/2022,29,466.57,466.57,393.032
15/12/2022,30,466.57,466.57,382.852
15/12/2022,31,460.21,460.21,203.707
15/12/2022,32,481.2204,481.2204,477.276
15/12/2022,33,639.03,639.03,101.953
15/12/2022,34,699.03,699.03,513.365
15/12/2022,35,639.03,639.03,245.172
15/12/2022,36,639.03,639.03,271.691
15/12/2022,37,609.03,609.03,35.866
15/12/2022,38,639.03,639.03,105.419
15/12/2022,39,625,625,25.69
15/12/2022,40,625,625,244.716
15/12/2022,41,570,570,348.1
15/12/2022,42,235.55,235.55,-82.996
15/12/2022,43,235.9,235.9,-134.467
15/12/2022,44,235.75,235.75,-470.066
15/12/2022,45,235.53,235.53,-438.984
15/12/2022,46,235.53,235.53,-533.993
15/12/2022,47,450,450,653.878
15/12/2022,48,274.23,274.23,169.162
16/12/2022,1,235.75,235.75,-16.663
16/12/2022,2,337,337,354.174
16/12/2022,3,235.1,235.1,-121.881
16/12/2022,4,222.1,222.1,-428.278
16/12/2022,5,230,230,-206.622
16/12/2022,6,230,230,-280.05
16/12/2022,7,228.1,228.1,-318.954
16/12/2022,8,207,207,-515.383
16/12/2022,9,228.1,228.1,-269.361
16/12/2022,10,232.25,232.25,-358.084
16/12/2022,11,235.55,235.55,-32.904
16/12/2022,12,303.9101,303.9101,85.801
16/12/2022,13,438.75,438.75,451.034
16/12/2022,14,456.75,456.75,1039.521
16/12/2022,15,497.2,497.2,83.831
16/12/2022,16,517.68,517.68,709.394
16/12/2022,17,523.22,523.22,707.483
16/12/2022,18,698,698,935.333
16/12/2022,19,575,575,425.048
16/12/2022,20,501.16,501.16,339.396
16/12/2022,21,575,575,790.768
16/12/2022,22,487.58,487.58,246.885
16/12/2022,23,433.24,433.24,2.793
16/12/2022,24,318,318,-42.511
16/12/2022,25,418.94,418.94,196.896
16/12/2022,26,318,318,-24.205
16/12/2022,27,318,318,-42.401
16/12/2022,28,318,318,-103.072
16/12/2022,29,251,251,-397.362
16/12/2022,30,260,260,-207.691
16/12/2022,31,251.7,251.7,-302.492
16/12/2022,32,305,305,-74.878
16/12/2022,33,470.29,470.29,103.635
16/12/2022,34,473.04,473.04,152.252
16/12/2022,35,452.51,452.51,80.217
16/12/2022,36,250,250,-1.323
16/12/2022,37,250,250,-240.048
16/12/2022,38,263,263,-137.764
16/12/2022,39,360.79,360.79,228.529
16/12/2022,40,211.05,211.05,-108.005
16/12/2022,41,307,307,127.436
16/12/2022,42,305.83,305.83,71.284
16/12/2022,43,425,425,430.144
16/12/2022,44,380,380,649
16/12/2022,45,424,424,765.189
16/12/2022,46,340,340,492.19
16/12/2022,47,201.1,201.1,-376.913
16/12/2022,48,305,305,40.363
17/12/2022,1,320,320,292.324
17/12/2022,2,325,325,542.826
17/12/2022,3,320,320,225.911
17/12/2022,4,200.05,200.05,-58.388
17/12/2022,5,302.5,302.5,59.502
17/12/2022,6,320,320,123.048
17/12/2022,7,302.5,302.5,50.784
17/12/2022,8,171.5,171.5,-239.736
17/12/2022,9,171.5,171.5,-175.697
17/12/2022,10,171.5,171.5,-319.392
17/12/2022,11,302.5,302.5,59.776
17/12/2022,12,302.5,302.5,66.019
17/12/2022,13,242.61,242.61,118.069
17/12/2022,14,171.6,171.6,-72.1
17/12/2022,15,254.09,254.09,69.988
17/12/2022,16,268.98,268.98,186.835
17/12/2022,17,276.44995,276.44995,166.587
17/12/2022,18,325,325,387.889
17/12/2022,19,181,181,-189.477
17/12/2022,20,230,230,4.382
17/12/2022,21,319,319,292.672
17/12/2022,22,325,325,189.827
17/12/2022,23,319,319,98.658
17/12/2022,24,180,180,-2.689
17/12/2022,25,180,180,-59.177
17/12/2022,26,180.01,180.01,-39.485
17/12/2022,27,319,319,37.643
17/12/2022,28,319,319,116.681
17/12/2022,29,325,325,203.068
17/12/2022,30,325,325,357.262
17/12/2022,31,325,325,248.449
17/12/2022,32,369,369,554.44
17/12/2022,33,326.24,326.24,268.3
17/12/2022,34,357,357,597.748
17/12/2022,35,357,357,657.174
17/12/2022,36,357,357,539.133
17/12/2022,37,349.4504,349.4504,506.303
17/12/2022,38,349.2504,349.2504,569.357
17/12/2022,39,344,344,813.103
17/12/2022,40,343.9501,343.9501,645.804
17/12/2022,41,307.95,307.95,309.276
17/12/2022,42,300,300,102.348
17/12/2022,43,299,299,192.766
17/12/2022,44,294.32,294.32,169.919
17/12/2022,45,300,300,408.95
17/12/2022,46,300.1,300.1,353.841
17/12/2022,47,170,170,-279.897
17/12/2022,48,292,292,415.084
18/12/2022,1,292,292,351.499
18/12/2022,2,295,295,599.757
18/12/2022,3,292,292,416.015
18/12/2022,4,290,290,333.22
18/12/2022,5,285,285,316.099
18/12/2022,6,292,292,408.654
18/12/2022,7,290,290,397.332
18/12/2022,8,203.08,203.08,-208.308
18/12/2022,9,220,220,-42.842
18/12/2022,10,189.73,189.73,-79.429
18/12/2022,11,295,295,414.758
18/12/2022,12,292,292,256.218
18/12/2022,13,292,292,103.499
18/12/2022,14,182.5,182.5,-251.34
18/12/2022,15,182.5,182.5,-9.777
18/12/2022,16,292,292,21.79
18/12/2022,17,298,298,531.401
18/12/2022,18,374,374,929.917
18/12/2022,19,298,298,496.901
18/12/2022,20,310,310,546.877
18/12/2022,21,298,298,493.515
18/12/2022,22,320,320,717.248
18/12/2022,23,310,310,676.106
18/12/2022,24,310,310,736.558
18/12/2022,25,310,310,605.146
18/12/2022,26,279,279,432.818
18/12/2022,27,292,292,353.582
18/12/2022,28,285,285,211.733
18/12/2022,29,285,285,247.325
18/12/2022,30,285,285,357.225
18/12/2022,31,292,292,478.689
18/12/2022,32,295,295,722.678
18/12/2022,33,298,298,888.373
18/12/2022,34,295,295,751.617
18/12/2022,35,295,295,842.05
18/12/2022,36,291,291,530.669
18/12/2022,37,292,292,514.738
18/12/2022,38,278.95,278.95,289.406
18/12/2022,39,298,298,1199.038
18/12/2022,40,295,295,981.443
18/12/2022,41,295,295,796.232
18/12/2022,42,285,285,563.439
18/12/2022,43,298,298,599.902
18/12/2022,44,284.95,284.95,357.962
18/12/2022,45,283,283,191.334
18/12/2022,46,0,0,-200.654
18/12/2022,47,283.5,283.5,338.703
18/12/2022,48,280,280,176.277
19/12/2022,1,235,235,46.458
19/12/2022,2,280,280,204.817
19/12/2022,3,235,235,76.625
19/12/2022,4,72.3,72.3,-190.891
19/12/2022,5,235,235,44.283
19/12/2022,6,235,235,13.458
19/12/2022,7,54.8904,54.8904,-171.417
19/12/2022,8,51,51,-218.813
19/12/2022,9,76.15,76.15,-232.576
19/12/2022,10,76.15,76.15,-228.421
19/12/2022,11,235,235,38.786
19/12/2022,12,285,285,401.305
19/12/2022,13,270,270,101.235
19/12/2022,14,270,270,199.798
19/12/2022,15,170.8,170.8,-4.123
19/12/2022,16,269.7,269.7,516.249
19/12/2022,17,271.76,271.76,368.406
19/12/2022,18,308,308,809.986
19/12/2022,19,308,308,332.897
19/12/2022,20,308,308,404.067
19/12/2022,21,290,290,167.568
19/12/2022,22,290,290,197.882
19/12/2022,23,151,151,-200.219
19/12/2022,24,151,151,-117.535
19/12/2022,25,151,151,-103.413
19/12/2022,26,151,151,-123.863
19/12/2022,27,170,170,-64.124
19/12/2022,28,284,284,20.768
19/12/2022,29,284,284,0.51
19/12/2022,30,155,155,-113.122
19/12/2022,31,142,142,-379.632
19/12/2022,32,155,155,-172.396
19/12/2022,33,142,142,-53.329
19/12/2022,34,142,142,-20.193
19/12/2022,35,141,141,-147.099
19/12/2022,36,141,141,-166.655
19/12/2022,37,121,121,-101.926
19/12/2022,38,120,120,-126.605
19/12/2022,39,315,315,128.485
19/12/2022,40,315,315,21.923
19/12/2022,41,141,141,-229.887
19/12/2022,42,130,130,-152.298
19/12/2022,43,285,285,223.941
19/12/2022,44,142,142,-41.954
19/12/2022,45,317,317,689.64
19/12/2022,46,325,325,300.067
19/12/2022,47,60.9,60.9,-270.425
19/12/2022,48,59.47,59.47,-361.269
20/12/2022,1,45.66,45.66,-352.175
20/12/2022,2,44.96,44.96,-403.483
20/12/2022,3,55.82,55.82,-165.033
20/12/2022,4,-39.44,-39.44,-483.816
20/12/2022,5,-48.76,-48.76,-675.563
20/12/2022,6,-18.15,-18.15,-449.443
20/12/2022,7,26.19015,26.19015,-263.819
20/12/2022,8,26.19015,26.19015,-293.874
20/12/2022,9,0.5,0.5,-252.004
20/12/2022,10,0.5,0.5,-278.483
20/12/2022,11,0,0,-345.613
20/12/2022,12,111.21,111.21,-6.079
20/12/2022,13,320,320,342.175
20/12/2022,14,320,320,536.303
20/12/2022,15,141,141,-165.754
20/12/2022,16,320,320,498.108
20/12/2022,17,320,320,456.752
20/12/2022,18,285,285,40.576
20/12/2022,19,161.29,161.29,-10.505
20/12/2022,20,135.05,135.05,-401.215
20/12/2022,21,112,112,-497.37
20/12/2022,22,112,112,-698.084
20/12/2022,23,113,113,-275.188
20/12/2022,24,112,112,-429.714
20/12/2022,25,136.3,136.3,-132.932
20/12/2022,26,113,113,-443.629
20/12/2022,27,145,145,-43.219
20/12/2022,28,137.5,137.5,-79.832
20/12/2022,29,283.5,283.5,179.626
20/12/2022,30,285,285,201.349
20/12/2022,31,283.5,283.5,25.101
20/12/2022,32,142.15,142.15,-22.214
20/12/2022,33,142.15,142.15,-54.513
20/12/2022,34,142.15,142.15,-14.431
20/12/2022,35,142.15,142.15,-11.711
20/12/2022,36,142.15,142.15,-69.682
20/12/2022,37,283.5,283.5,4.384
20/12/2022,38,140,140,-168.174
20/12/2022,39,283.5,283.5,70.262
20/12/2022,40,142.3,142.3,-141.597
20/12/2022,41,142.5,142.5,-31.452
20/12/2022,42,114.15,114.15,-282.961
20/12/2022,43,140,140,-63.632
20/12/2022,44,265,265,294.581
20/12/2022,45,277,277,478.719
20/12/2022,46,262,262,476.199
20/12/2022,47,262,262,678.112
20/12/2022,48,260,260,622.985
21/12/2022,1,253,253,503.711
21/12/2022,2,253,253,387.342
21/12/2022,3,251,251,231.271
21/12/2022,4,0,0,-81.954
21/12/2022,5,120,120,-46.251
21/12/2022,6,-50,-50,-371.696
21/12/2022,7,251,251,153.196
21/12/2022,8,250,250,20.161
21/12/2022,9,251,251,251.531
21/12/2022,10,251,251,232.515
21/12/2022,11,251,251,386.822
21/12/2022,12,250,250,132.461
21/12/2022,13,253,253,352.293
21/12/2022,14,262,262,517.111
21/12/2022,15,112,112,-72.878
21/12/2022,16,262,262,106.007
21/12/2022,17,262,262,15.09
21/12/2022,18,295,295,230.562
21/12/2022,19,260,260,50.645
21/12/2022,20,260,260,36.674
21/12/2022,21,115.6,115.6,-57.432
21/12/2022,22,112,112,-130.54
21/12/2022,23,283.9,283.9,121.603
21/12/2022,24,260,260,99.742
21/12/2022,25,260,260,184.119
21/12/2022,26,260,260,144.182
21/12/2022,27,116,116,-144.318
21/12/2022,28,116.1,116.1,-168.842
21/12/2022,29,116.1,116.1,-196.671
21/12/2022,30,269,269,75.158
21/12/2022,31,120.5,120.5,-13.392
21/12/2022,32,296.7,296.7,334.655
21/12/2022,33,121.09,121.09,-10.754
21/12/2022,34,285,285,161.77
21/12/2022,35,268,268,1.984
21/12/2022,36,270,270,183.314
21/12/2022,37,265,265,37.342
21/12/2022,38,122.2,122.2,-115.219
21/12/2022,39,285,285,204.642
21/12/2022,40,270,270,149.167
21/12/2022,41,265,265,68.109
21/12/2022,42,114.3,114.3,-236.71
21/12/2022,43,116,116,-104.546
21/12/2022,44,114.2,114.2,-115.87
21/12/2022,45,112,112,-120.693
21/12/2022,46,63,63,-325.176
21/12/2022,47,123.3904,123.3904,-282.02
21/12/2022,48,124.86369,124.86369,-200.544
22/12/2022,1,120.35,120.35,-74.75
22/12/2022,2,234.9,234.9,4.718
22/12/2022,3,235,235,16.012
22/12/2022,4,235,235,75.518
22/12/2022,5,242,242,124.058
22/12/2022,6,242,242,313.249
22/12/2022,7,242,242,291.571
22/12/2022,8,260,260,319.731
22/12/2022,9,242,242,285.09
22/12/2022,10,255,255,237.115
22/12/2022,11,255,255,185.321
22/12/2022,12,255,255,146.794
22/12/2022,13,255,255,148.226
22/12/2022,14,75,75,-330.14
22/12/2022,15,112,112,-881.104
22/12/2022,16,115,115,-601.829
22/12/2022,17,122.5,122.5,-527.953
22/12/2022,18,254,254,98.062
22/12/2022,19,140,140,-76.251
22/12/2022,20,140,140,-242.167
22/12/2022,21,124,124,-292.272
22/12/2022,22,325,325,96.566
22/12/2022,23,325,325,91.117
22/12/2022,24,125.1,125.1,-93.742
22/12/2022,25,338,338,36.848
22/12/2022,26,126.05,126.05,-30.462
22/12/2022,27,359,359,202.245
22/12/2022,28,359,359,444.006
22/12/2022,29,359,359,46.059
22/12/2022,30,126.25,126.25,-31.82
22/12/2022,31,126.75,126.75,-54.753
22/12/2022,32,425,425,9.7
22/12/2022,33,126.75,126.75,-362.752
22/12/2022,34,126.77,126.77,-369.411
22/12/2022,35,128.1,128.1,-150.649
22/12/2022,36,127,127,-227.148
22/12/2022,37,127,127,-375.045
22/12/2022,38,127.89405,127.89405,-452.296
22/12/2022,39,151,151,-9.122
22/12/2022,40,128.1,128.1,-229.241
22/12/2022,41,128.1,128.1,-215.75
22/12/2022,42,128.1,128.1,-293.992
22/12/2022,43,128.4,128.4,-192.253
22/12/2022,44,230,230,84.897
22/12/2022,45,220,220,78.958
22/12/2022,46,130,130,-76.472
22/12/2022,47,128.5,128.5,-50.827
22/12/2022,48,215,215,151.954
23/12/2022,1,220,220,136.208
23/12/2022,2,220,220,216.158
23/12/2022,3,219,219,95.325
23/12/2022,4,112.3,112.3,-269.708
23/12/2022,5,112.3,112.3,-251.702
23/12/2022,6,219,219,116.581
23/12/2022,7,112.4,112.4,-13.067
23/12/2022,8,112.4,112.4,-102.536
23/12/2022,9,112.45,112.45,-12.236
23/12/2022,10,112.45,112.45,-224.505
23/12/2022,11,112.45,112.45,-34.497
23/12/2022,12,112.5,112.5,-145.04
23/12/2022,13,219,219,106.331
23/12/2022,14,275,275,192.014
23/12/2022,15,131,131,-50.273
23/12/2022,16,260,260,40.087
23/12/2022,17,120,120,-352.862
23/12/2022,18,122.1,122.1,-332.551
23/12/2022,19,131,131,-116.306
23/12/2022,20,123,123,-81.377
23/12/2022,21,122.6,122.6,-263.814
23/12/2022,22,123,123,-308.005
23/12/2022,23,123,123,-275.552
23/12/2022,24,123,123,-52.567
23/12/2022,25,123.1,123.1,-62.157
23/12/2022,26,220,220,52.258
23/12/2022,27,123.13,123.13,-142.896
23/12/2022,28,123.13,123.13,-38.904
23/12/2022,29,123.13,123.13,-13.56
23/12/2022,30,210,210,60.871
23/12/2022,31,123.2,123.2,-16.636
23/12/2022,32,214,214,29.463
23/12/2022,33,123.13,123.13,-154.626
23/12/2022,34,214,214,101.126
23/12/2022,35,235,235,156.626
23/12/2022,36,212,212,197.023
23/12/2022,37,123.2,123.2,-113.25
23/12/2022,38,123.13,123.13,-264.921
23/12/2022,39,211,211,81.338
23/12/2022,40,205,205,1.402
23/12/2022,41,250,250,16.522
23/12/2022,42,202,202,35.965
23/12/2022,43,199,199,13.87
23/12/2022,44,199,199,153.544
23/12/2022,45,98.1,98.1,-88.565
23/12/2022,46,229,229,102.593
23/12/2022,47,229,229,524.761
23/12/2022,48,229,229,167.835
24/12/2022,1,64.97,64.97,-127.412
24/12/2022,2,63.06,63.06,-265.464
24/12/2022,3,54.52,54.52,-217.741
24/12/2022,4,47.25013,47.25013,-609.269
24/12/2022,5,33.34,33.34,-686.45
24/12/2022,6,30.75,30.75,-767.456
24/12/2022,7,33.9,33.9,-586.346
24/12/2022,8,31.31,31.31,-804.192
24/12/2022,9,41.66,41.66,-597.652
24/12/2022,10,40.82289,40.82289,-722.857
24/12/2022,11,48.94,48.94,-927.594
24/12/2022,12,49.68,49.68,-789.232
24/12/2022,13,85.28798,85.28798,-475.52
24/12/2022,14,87.33,87.33,-380.05
24/12/2022,15,0,0,-557.778
24/12/2022,16,0,0,-528.474
24/12/2022,17,0,0,-341.478
24/12/2022,18,112.5,112.5,-6.417
24/12/2022,19,230,230,79.284
24/12/2022,20,229,229,95.489
24/12/2022,21,230,230,314.962
24/12/2022,22,229,229,201.936
24/12/2022,23,80.1,80.1,-44.398
24/12/2022,24,80.1,80.1,-71.44
24/12/2022,25,225,225,135.59
24/12/2022,26,225,225,245.681
24/12/2022,27,249.9,249.9,484.48
24/12/2022,28,231,231,332.34
24/12/2022,29,225,225,181.725
24/12/2022,30,82,82,-76.296
24/12/2022,31,82.1,82.1,-337.102
24/12/2022,32,82,82,-411.563
24/12/2022,33,82.1,82.1,-166.225
24/12/2022,34,82.1,82.1,-28.927
24/12/2022,35,225,225,119.844
24/12/2022,36,82.1,82.1,-297.522
24/12/2022,37,168.02,168.02,82.113
24/12/2022,38,225,225,212.711
24/12/2022,39,230,230,567.653
24/12/2022,40,225,225,339.676
24/12/2022,41,220,220,368.155
24/12/2022,42,60,60,-99.091
24/12/2022,43,10,10,-174.758
24/12/2022,44,0.1,0.1,-459.158
24/12/2022,45,10,10,-218.159
24/12/2022,46,5,5,-348.275
24/12/2022,47,212,212,31.731
24/12/2022,48,0.05,0.05,-135.692
25/12/2022,1,72.38,72.38,-182.538
25/12/2022,2,212,212,185.143
25/12/2022,3,80.64,80.64,-73.992
25/12/2022,4,70.85,70.85,-208.529
25/12/2022,5,0.1,0.1,-306.968
25/12/2022,6,-18.15,-18.15,-613.657
25/12/2022,7,0.1,0.1,-752.122
25/12/2022,8,-20.41,-20.41,-866.601
25/12/2022,9,46.08,46.08,-883.985
25/12/2022,10,46.83,46.83,-865.657
25/12/2022,11,48,48,-765.64
25/12/2022,12,48,48,-798.236
25/12/2022,13,51,51,-773.602
25/12/2022,14,65,65,-279.967
25/12/2022,15,60.67,60.67,-858.527
25/12/2022,16,63.92,63.92,-713.343
25/12/2022,17,77,77,-811.187
25/12/2022,18,85.97,85.97,-33.52
25/12/2022,19,220,220,150.877
25/12/2022,20,227,227,427.548
25/12/2022,21,227,227,381.652
25/12/2022,22,228,228,311.979
25/12/2022,23,228,228,275.933
25/12/2022,24,235,235,449.058
25/12/2022,25,280,280,633.719
25/12/2022,26,290,290,870.729
25/12/2022,27,290,290,967.22
25/12/2022,28,290,290,662.414
25/12/2022,29,239.90022,239.90022,622.765
25/12/2022,30,235,235,295.342
25/12/2022,31,225,225,58.722
25/12/2022,32,110,110,-44.145
25/12/2022,33,60.6,60.6,-174.29
25/12/2022,34,60.6,60.6,-66.971
25/12/2022,35,60.6,60.6,-332.183
25/12/2022,36,52,52,-413.797
25/12/2022,37,75,75,-376.367
25/12/2022,38,52,52,-465.699
25/12/2022,39,65.67007,65.67007,-694.122
25/12/2022,40,64.51,64.51,-718.548
25/12/2022,41,57.25,57.25,-844.642
25/12/2022,42,58.49,58.49,-765.636
25/12/2022,43,56,56,-835.295
25/12/2022,44,53.38,53.38,-943.76
25/12/2022,45,65.32,65.32,-596.372
25/12/2022,46,61.36,61.36,-737.191
25/12/2022,47,8.55,8.55,-892.155
25/12/2022,48,1.41,1.41,-1004.827
26/12/2022,1,-4.04,-4.04,-808.455
26/12/2022,2,12.05,12.05,-396.705
26/12/2022,3,205,205,9.141
26/12/2022,4,15.58,15.58,-189.879
26/12/2022,5,220,220,20.92
26/12/2022,6,7.06,7.06,-70.418
26/12/2022,7,-1.46,-1.46,-231.085
26/12/2022,8,-16.9301,-16.9301,-351.21
26/12/2022,9,-34.33,-34.33,-455.871
26/12/2022,10,-48.74,-48.74,-714.722
26/12/2022,11,-36.09,-36.09,-707.719
26/12/2022,12,-34.4,-34.4,-518.605
26/12/2022,13,-14,-14,-350.696
26/12/2022,14,0.05,0.05,-143.757
26/12/2022,15,0.1,0.1,-379.401
26/12/2022,16,0.1,0.1,-317.493
26/12/2022,17,13.38,13.38,-564.833
26/12/2022,18,18.94,18.94,-185.583
26/12/2022,19,5,5,-379.528
26/12/2022,20,5.16,5.16,-289.963
